00:00.172  reports          | WARNING Unable to open 'C:\Users\Amministratore\AppData\Roaming\Blender Foundation\Blender\5.2\config\userpref.blend': Permission denied
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_19_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_20_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_21_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_22_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_23_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_24_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_25_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_26_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_27_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_28_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_29_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_30_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_31_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_32_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_33_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_34_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_35_Continuous.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_36_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_37_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_38_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Front_Clapboard_39_Continuous
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Front_CornerStile_9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Front_CornerStile_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Front_StringCourse_0.35_0.11
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Front_StringCourse_0.35_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Front_StringCourse_7.2_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Front_StringCourse_14.4_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Back_Bargeboard
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Back_Inlay
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Glass
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Mullion_0
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Mullion_-0.7
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Mullion_-1.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_OakArch
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Transom
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Front_Bargeboard
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Front_Inlay
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-2.2
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-2.6
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-3.0
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-3.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-3.8
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-4.2
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-4.6
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-5.0
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-5.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_TimberJoint_-5.8
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_Clapboard_00.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_Clapboard_01.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_Clapboard_02.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_03_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_04_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_05_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_06_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_07_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_08_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_09_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_10_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_11_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_12_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_13_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_14_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_15_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_16_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_17_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_18_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_19_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_20_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_21_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_22_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_23_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_24_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_25_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_26_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_27_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_28_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_29_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_30_Clean.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_31_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_32_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_33_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_34_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Left_Clapboard_35_Clean.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_Clapboard_36.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_Clapboard_37.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_Clapboard_38.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_Clapboard_39.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_CornerStile_9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_CornerStile_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_StringCourse_0.35_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_StringCourse_7.2_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Left_StringCourse_14.4_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Observatory_CylindricalDrum.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Glass.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Mullion_0.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Mullion_-0.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Mullion_-1.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_OakArch.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Gable_Fanlight_Transom.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_00.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_01.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_02.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_03.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_04.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_05.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_06.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_07.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_08.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_09.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_10.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_11.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_12.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_13.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_14.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_15.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_16.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_17.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_18.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_19.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_20.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_21.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_22.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_23.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_24.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_25.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_26.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_27.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_28.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_29.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_30.003
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_31.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_32.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_33.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_34.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_35.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_36.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_37.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_38.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_Clapboard_39.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_CornerStile_9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_CornerStile_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_StringCourse_0.35_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_StringCourse_7.2_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Right_StringCourse_14.4_-9.4
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_Soffit.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_00
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_01
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_02
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_03
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_04
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_05
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_06_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_07_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_08_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_09_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_10_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_11_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_12_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_13_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_14_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_15_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_16_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: M01_Reuse_CURVE_Roof_StandingSeam_17_Mesh
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_18
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_19
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_20
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: CURVE_Roof_StandingSeam_22
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Apron.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_CapShingles.001
20:32:03 | INFO: Primitives created: 3
20:32:03 | INFO: Extracting primitive: EXT_Bay_Corbel_0.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Corbel_1.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Corbel_2.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_CorbelBoss_0.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_CorbelBoss_1.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_CorbelBoss_2.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Glass_0.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Glass_1.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Glass_2.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_HeadSlab.002
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Mullion.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Post_0.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Post_1.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Post_2.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Post_3.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Rail_0_313.001
20:32:03 | INFO: Primitives created: 1
20:32:03 | INFO: Extracting primitive: EXT_Bay_Rail_0_443.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Bay_Rail_1_313.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Bay_Rail_1_443.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Bay_Rail_2_313.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Bay_Rail_2_443.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Bay_SillSlab.002
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: Cube.004
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: Cube.009
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_BackHigh.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_BackHigh_Braces.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: M01_Reuse_EXT_Canopy_BackHigh_Lip_Clean
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_BackHigh_Shingles.001
20:32:04 | INFO: Primitives created: 3
20:32:04 | INFO: Extracting primitive: EXT_Canopy_BackLow.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_BackLow_Braces.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: M01_Reuse_EXT_Canopy_BackLow_Lip_Clean
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_BackLow_Shingles.001
20:32:04 | INFO: Primitives created: 3
20:32:04 | INFO: Extracting primitive: EXT_Canopy_FrontLeft.002
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_FrontLeft_Braces.002
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: M01_Reuse_EXT_Canopy_FrontLeft_Lip_Clean.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_FrontLeft_Shingles.002
20:32:04 | INFO: Primitives created: 3
20:32:04 | INFO: Extracting primitive: EXT_Canopy_FrontRight.002
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_FrontRight_Braces.002
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: M01_Reuse_EXT_Canopy_FrontRight_Lip_Clean.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_FrontRight_Shingles.002
20:32:04 | INFO: Primitives created: 3
20:32:04 | INFO: Extracting primitive: EXT_Canopy_RightLower.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_RightLower_Braces.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: M01_Reuse_EXT_Canopy_RightLower_Lip_Clean
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_RightLower_Shingles.001
20:32:04 | INFO: Primitives created: 3
20:32:04 | INFO: Extracting primitive: EXT_Canopy_RightUpper.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_RightUpper_Braces.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: M01_Reuse_EXT_Canopy_RightUpper_Lip_Clean
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_Canopy_RightUpper_Shingles.001
20:32:04 | INFO: Primitives created: 3
20:32:04 | INFO: Extracting primitive: EXT_Cove_Right.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_CoveBelt_Front.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_CoveBelt_Right.001
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: Cube.215
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: Cube.216
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: Cube.217
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: Cube.218
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_MagicLanterns.001
20:32:04 | INFO: Primitives created: 7
20:32:04 | INFO: Extracting primitive: EXT_WindowArch_Front_Glass.002
20:32:04 | INFO: Primitives created: 1
20:32:04 | INFO: Extracting primitive: EXT_WindowArch_Front_Spandrel.001
20:32:04 | INFO: Primitives created: 1
